time_sec,VehicleSpeed_mph,EngineSpeed_rpm,EngineTorque,AccelPedalPos,BrakePedalPos,TurnSignal,Latitude_deg,Longitude_deg,Altitude,Distance,SteerAngle,TransmissionGear,SPaT_signal,SPaT_dist
405,38.78714289,1611.118472,30.29879601,6.666669,0,0,40.56712964,-105.085467,151167.1885,4053.886142,4.875,7,3,145.9045916
406,38.71975555,1609.136888,29,9.019611,0,0,40.56712798,-105.0852656,151152.8358,4070.891122,4.4375,7,3,128.8996117
407,38.67477921,1611.5,37,10.196082,0,0,40.56712615,-105.0850629,151103.9439,4088.020666,4.492967082,7,3,111.7700682
408,38.72193175,1605.030835,34.31460835,8.235297,0,0,40.56712405,-105.0848604,151018.786,4105.123301,4.382414191,7,3,94.66743264
409,38.73581308,1593.5,29.68451929,6.666669,0,0,40.5671209,-105.0846571,150973.2181,4122.303189,4.382729151,7,3,77.48754481
410,38.55800038,1500.817167,-16.68181537,0,0,0,40.56711779,-105.0844548,150958.1581,4139.392703,5.116691062,7,3,60.39803079
411,37.97569732,1420.939668,-38.5,0,0,0,40.56711529,-105.0842539,150981.8234,4156.364346,3.992044609,7,3,43.42638767
412,37.75807154,1465.608065,32.8175207,9.019611,0,0,40.56711294,-105.084055,150979.7482,4173.169772,4.320721967,7,3,26.62096191
413,37.69375198,1463.725621,70.6677638,16.470594,0,0,40.56711057,-105.0838581,150930.8898,4189.803011,5.429259793,7,3,9.987723459
414,38.38147955,1486.94285,115,18.039222,0,0,40.56710808,-105.0836611,150908.0263,4206.446385,4.266567651,7,3,401.0921627
415,39.15361463,1518.20665,147.166521,20.392164,0,0,40.56710573,-105.083461,150969.6898,4223.344004,4.116447584,7,3,384.1945439
416,39.90932576,1543.144361,64.81903161,12.02334374,0,0,40.5671029,-105.0832555,151040.7868,4240.706892,4.723717619,7,3,366.8316556
417,39.92819502,1666.760611,33.5,7.84314,0,0,40.56710002,-105.0830463,151085.3897,4258.385984,4.428617021,7,3,349.1525642
418,39.80203331,1465.117348,-13.13647846,0,0.784314,0,40.56709767,-105.0828373,151087.6073,4276.03508,3.643080922,7,3,331.503468
419,38.8119204,1475.508698,-38,0,14.117652,0,40.56709545,-105.0826306,151101.6611,4293.501688,3.615725562,7,3,314.0368598
420,37.47910899,1435.544327,-42,0,12.156867,0,40.56709308,-105.0824285,151111.4173,4310.572756,4.5625,7,3,296.9657917
421,36.45300295,1399.409923,-41.5,0,0,0,40.56709074,-105.0822327,151046.5937,4327.112912,3.759846821,7,3,280.4256361
422,35.70974266,1363.4882,-39.5,0,0,0,40.56708836,-105.0820416,151012.7553,4343.255271,3.927539555,7,3,264.2832767
423,35.05662945,1332.501203,-39,0,0.392157,0,40.56708585,-105.0818549,150988.0699,4359.029802,4.5625,7,3,248.5087463
424,34.41516205,1316.848684,-39,0,0.723786414,0,40.56708351,-105.0816722,150957.3938,4374.467027,3.166349079,7,1,233.0715212
425,33.94373059,1307.156132,31.5,7.84314,0,0,40.56708235,-105.0814919,150990.8697,4389.700124,1.333492012,7,1,217.8384242
426,33.97972867,1323.844483,-13.33962736,0,0.784314,0,40.56708131,-105.0813133,151010.7502,4404.781481,2.25,7,1,202.7570671
427,33.3780446,1286.906922,-38,0,9.5584032,0,40.56707918,-105.0811363,151026.754,4419.736249,4.0625,7,1,187.8022988
428,30.61355901,1123.745211,-39.5,0,25.882362,0,40.56707683,-105.0809625,151072.9228,4434.416643,6.54718107,7,1,173.1219049
429,25.98564898,1214.010149,-41,0,25.098048,0,40.56707553,-105.0808025,151052.6665,4447.93294,3.324309625,6,1,159.6056081
430,21.86175458,1218.204904,-39,0,25.882362,0,40.56707497,-105.0806642,151002.3231,4459.616382,3.113167293,6,1,147.9221662
431,17.52239584,1296.886247,-39,0,19.215693,0,40.56707442,-105.0805489,151022.4135,4469.356467,2.580060075,5,1,138.1820806
432,14.16269005,1045.876026,-38.5,0,23.52942,0,40.56707368,-105.0804517,151084.2798,4477.565863,4.268468703,5,1,129.9726851
433,10.68099818,981.3605907,-18.35648838,0,19.215693,0,40.56707301,-105.0803779,151115.7906,4483.805031,4,4,1,123.7335168
434,8.504617208,981.7042072,6.707982906,0,19.60785,0,40.56707247,-105.0803216,151143.656,4488.556071,2.455415191,3,1,118.9824772
435,6.438459,867.5411391,-4,0,19.60785,0,40.56707192,-105.0802765,151167.868,4492.366076,2.5,1,2,115.1724716
436,6.100342541,756.5748495,-5.364108805,0,0,0,40.56707136,-105.0802405,151174.1689,4495.413573,10.14300401,1,2,112.1249745
437,6.066453421,695.7864366,-1.5,0,0.784314,0,40.56707096,-105.0802083,151179.782,4498.127976,2.705637165,1,2,109.4105715
438,5.03682904,699.7856031,4.630212197,0,16.862751,0,40.56707053,-105.080177,151178.1233,4500.778043,2.75,1,2,106.7605053
439,3.187081541,691.4242013,7.627019321,0,13.333338,0,40.56707013,-105.0801508,151176.1664,4502.983655,2.713122132,1,2,104.5548925
440,2.113114124,667.8558686,17.39944714,0,16.470594,0,40.56706985,-105.0801326,151183.424,4504.526881,2.581054394,1,2,103.0116668
441,0.953114294,692.4769442,16.5,0,17.01010469,0,40.56706957,-105.0801209,151188.5431,4505.510744,2.625,1,2,102.0278041
442,0,708.1793846,14.11872524,0,17.254908,0,40.56706944,-105.0801156,151174.8531,4505.962864,2.625,1,2,101.5756833
443,0,213.6256625,-23.69097365,0,17.254908,0,40.56706944,-105.080115,151157.557,4506.01281,2.606531209,1,2,101.5257381
444,0,0,-19.5,0,17.254908,0,40.56706944,-105.0801148,151150.84,4506.028461,2.625,1,2,101.5100868
445,0,0,-19.5,0,17.51373931,0,40.56706944,-105.0801146,151143.08,4506.044112,2.605610951,1,2,101.4944356
446,0,0,-19.5,0,17.254908,0,40.56706944,-105.0801144,151125.0956,4506.059763,2.581943803,1,3,101.4787843
447,0,0,-19.5,0,17.647065,0,40.56706944,-105.0801143,151112.9153,4506.075415,2.583691854,1,3,101.4631331
448,0,606.3907974,-10.34746457,0,0,0,40.56706944,-105.0801141,151111.4565,4506.091066,2.646154593,1,3,101.4474818
449,0.972594934,703.1890926,1.162345679,0,0,0,40.56706944,-105.0801132,151110.461,4506.166517,2.645001289,1,3,101.3720305
450,1.959865259,727.233824,5.5,0,1.58443953,0,40.56706929,-105.0801084,151107.3136,4506.570844,5.225600593,1,3,100.9677039
451,2.730849273,679.6718984,15.35112043,0,5.926913716,0,40.56706917,-105.0800985,151114.1918,4507.410614,7.875,1,3,100.1279341
452,3.029994006,662.013126,18,0,0,0,40.56706901,-105.0800849,151123.0803,4508.560172,7.081903283,1,3,98.97837592
453,3.684054437,885.0921047,63.5,9.019611,0,0,40.56706874,-105.0800689,151125.0775,4509.904132,7.084034167,1,3,97.63441552
454,6.121239801,1531.752305,107.5655518,13.725495,0,0,40.5670683,-105.080049,151121.1091,4511.591859,6.956873731,1,3,95.94668841
455,9.495766815,1985.89169,120.0377298,15.68628,0,0,40.56706775,-105.0800177,151120.8061,4514.231528,5.749973696,1,3,93.3070196
456,13.03594569,1950.880703,113.0410254,15.68628,0,0,40.56706705,-105.0799697,151124,4518.291082,14.04201275,2,3,89.2474661
457,15.78662606,2135.423278,94.58130774,15.68628,0,0,40.56706652,-105.0799038,151121.8626,4523.85626,8.332584327,2,3,83.6822883
458,18.20973737,1741.996479,116.5,16.078437,0,0,40.56706912,-105.0798188,151132.934,4531.044742,4.2290462,4,3,76.49380558
459,19.92485608,1736.648008,54.73283675,9.019611,0,0,40.56707169,-105.0797221,151140.7435,4539.225604,-0.75,4,3,68.31294358
460,20.38660155,1511.83235,-3,0,0,0,40.56707179,-105.079619,151144.5286,4547.931316,-0.460906818,5,3,59.60723139
461,20.30517996,1508.488949,-14.5,0,0,0,40.56707105,-105.0795122,151135.8218,4556.950522,5.499427175,5,3,50.58802615
462,19.98068845,1482.134703,-19.5,0,0,0,40.56706979,-105.0794063,151118.0203,4565.903068,7.438495248,5,3,41.63548024
463,19.49936526,1436.287217,-17.5,0,0,0,40.56706871,-105.0793025,151091.0004,4574.671876,6.665663596,5,3,32.86667223
464,18.90714051,1362.607175,-16,0,0,0,40.56706803,-105.079201,151059.6969,4583.244138,3.228611016,5,3,24.29441003
465,18.21787215,1341.159399,-15.95668624,0,0,0,40.56706747,-105.0791022,151020.4712,4591.591593,5.667318904,5,3,15.94695516
466,17.65479999,1320.823706,6,5.490198,0,0,40.56706692,-105.0790069,150987.9029,4599.635944,6.042181799,5,3,7.902604089
467,19.02798438,1515.386114,84.5,11.76471,0,0,40.56706651,-105.0789134,150984.2452,4607.538548,5.9375,5,3,164.9013628
468,20.52611399,1627.14991,90.007127,13.333338,0,0.768195621,40.56706639,-105.0788153,150961.6871,4615.821085,2.022099397,5,3,156.618826
469,22.06033773,1733.599379,89.5,13.725495,0,1,40.56706624,-105.0787091,150950.1836,4624.793623,2.4375,5,3,147.646288
470,23.12037407,1766.53336,57.01308964,0,0,1,40.56706581,-105.0785946,150986.9397,4634.465417,12.8125,5,3,137.9744932
471,23.55555682,1456.993833,-10.01296987,0,7.274356447,1,40.56706616,-105.0784743,150975.4974,4644.624377,9.375,5,3,127.8155341
472,22.42650415,1249.094532,-16.5,0,16.078437,1,40.56706818,-105.0783527,150930.4766,4654.896619,5.230224355,6,3,117.5432916
473,20.42841077,1086.807484,-14.5,0,20.51270374,1,40.56707097,-105.0782355,150886.1633,4664.801846,-1.268984591,6,3,107.6380651
474,17.88744947,1322.793282,-17.5,0,21.176478,1,40.56707314,-105.0781285,150825.4608,4673.847049,0.602146088,5,3,98.59286135
475,15.06826112,1099.345244,-17.48515192,0,23.137263,1,40.5670745,-105.0780344,150797,4681.794261,0.3125,5,3,90.64565008
476,11.60054058,1115.496238,-0.64730357,0,24.313734,1,40.56707531,-105.0779551,150805.7216,4688.493184,-0.454986195,4,3,83.94672697
477,8.133304622,974.8177473,-1.958734069,0,25.882362,1,40.56707571,-105.0778935,150785.2891,4693.69962,-0.375,3,3,78.7402902
478,3.654462408,800.2991,0.499166592,0,25.882362,1,40.56707583,-105.077852,150764.1436,4697.20725,-0.3125,1,3,75.2326607
479,0.364443885,698.8123375,11,0,25.882362,1,40.56707568,-105.077831,150785.1815,4698.979987,-0.02358003,1,3,73.45992379
480,0,674.3917367,-13.48626918,0,25.57656405,1,40.56707557,-105.0778259,150788.123,4699.408614,0.523680067,1,3,73.03129647
481,0,0,-19.5,0,25.882362,1,40.56707556,-105.0778257,150764.7066,4699.424458,0.5,1,3,73.01545283
482,0,0,-19.5,0,25.63338467,1,40.56707556,-105.0778255,150740.9706,4699.440301,0.5,1,3,72.9996092
483,0,0,-19.5,0,25.71298802,1,40.56707556,-105.0778254,150708.5015,4699.456145,0.539966745,1,3,72.98376557
484,0,0,-19.5,0,16.078437,1,40.56707556,-105.0778252,150676.5361,4699.471989,0.5625,1,3,72.96792193
485,0,529.7540288,-2.5,0,7.058826,1,40.56707556,-105.077825,150661.3129,4699.487832,0.539560974,1,3,72.9520783
486,0.587748948,651.006815,11.52074331,0,4.313727,1,40.56707556,-105.0778245,150655.7299,4699.530724,0.537174475,1,3,72.90918672
487,0.121535989,731.23936,9.5,0,10.31469818,1,40.56707556,-105.0778222,150661.6822,4699.720855,0.539072937,1,3,72.71905539
488,0,713.244015,16.55791234,0,10.980396,1,40.56707556,-105.0778212,150669,4699.805217,0.5,1,3,72.63469362
489,0,695.3006479,17.4670624,0,11.372553,1,40.56707556,-105.0778211,150672.8072,4699.813068,0.484250419,1,3,72.62684246
490,0,654.2278568,28.95678949,0,11.372553,1,40.56707556,-105.077821,150689.4755,4699.820919,0.525410079,1,3,72.61899131
491,0,662.9304554,27.46058233,0,11.76471,1,40.56707556,-105.0778209,150714.9653,4699.82877,0.5625,1,3,72.61114016
492,0,681.5072186,24,0,11.76471,1,40.56707556,-105.0778208,150730.7719,4699.836622,0.5625,1,3,72.603289
493,0,688.2403973,23.05516523,0,12.549024,1,40.56707556,-105.0778208,150733.4134,4699.844473,0.514281526,1,3,72.59543785
494,0,710.2688694,20,0,12.549024,1,40.56707556,-105.0778207,150731.8538,4699.852324,0.523891421,1,3,72.5875867
495,0,729.9741255,15,0,12.941181,1,40.56707556,-105.0778206,150731.5336,4699.860175,0.5625,1,3,72.57973555
496,0,737.9839624,10.5,0,13.333338,1,40.56707556,-105.0778205,150732,4699.868026,0.5625,1,3,72.57188439
497,0,728.6188452,11.5,0,13.333338,1,40.56707556,-105.0778204,150732,4699.875877,0.5,1,3,72.56403324
498,0,725.5271609,10.58799024,0,13.333338,1,40.56707556,-105.0778203,150732,4699.883729,0.5625,1,3,72.55618209
499,0,717.7842774,10,0,10.196082,1,40.56707556,-105.0778202,150732,4699.89158,0.47492934,1,3,72.54833093
500,0.344419112,699.4037726,11.5,0,9.663705719,1,40.56707556,-105.0778201,150732,4699.899431,0.5625,1,3,72.54047978
501,0,716.4142053,10.58855257,0,13.333338,1,40.56707556,-105.0778184,150749.9132,4700.045861,0.5625,1,3,72.39404962
502,0,718.0018734,9.642392514,0,13.725495,1,40.56707556,-105.0778177,150770.2665,4700.104982,0.525390503,1,3,72.33492815
503,0,706.8310156,10.5,0,14.117652,1,40.56707556,-105.0778176,150777.9846,4700.111805,0.535587632,1,3,72.32810555
504,0,700.6889404,9.5,0,14.509809,1,40.56707556,-105.0778175,150786.3987,4700.118628,0.5,1,3,72.32128296
505,0,695.715272,11.35643556,0,14.509809,1,40.56707556,-105.0778174,150791,4700.12545,0.533000398,1,3,72.31446037
506,0,695.7071003,11.85643365,0,14.901966,1,40.56707556,-105.0778173,150791.5719,4700.132273,0.529674601,1,3,72.30763777
507,0,703.6243594,10.5,0,14.97039455,1,40.56707556,-105.0778173,150791.4614,4700.139095,0.5,1,3,72.30081518
508,0,701.5747136,9.5,0,16.470594,1,40.56707556,-105.0778172,150789.8502,4700.145918,0.5,1,3,72.29399259
509,0,707.9449948,10.15180162,0,17.254908,1,40.56707556,-105.0778171,150789.5649,4700.152741,0.5625,1,3,72.28716999
510,0,702.1233424,10,0,17.49643554,1,40.56707556,-105.077817,150790,4700.159563,0.532390999,1,3,72.2803474
511,0,701.6952868,10.5,0,17.647065,1,40.56707556,-105.0778169,150790,4700.166386,0.532207553,1,3,72.27352481
512,0,701.0350068,10.5,0,17.647065,1,40.56707556,-105.0778169,150790,4700.173208,0.5625,1,3,72.26670222
513,0,702.5169925,10,0,17.647065,1,40.56707556,-105.0778168,150790,4700.180031,0.529178732,1,3,72.25987962
514,0,703.1944472,9.5,0,17.78306375,1,40.56707556,-105.0778167,150790,4700.186854,0.595482135,1,3,72.25305703
515,0,695.4190372,12,0,9.803925,1,40.56707556,-105.0778166,150790,4700.193676,1.217813763,1,3,72.24623444
516,0.269598843,699.4669203,9.842446834,0,12.549024,1,40.56707556,-105.0778165,150790,4700.205047,1.3125,1,3,72.23486334
517,0,702.0592842,11,0,14.117652,1,40.56707556,-105.0778157,150800.5194,4700.274086,1.215857225,1,3,72.16582472
518,0,686.2387505,13.14236231,0,16.862751,1,40.56707556,-105.0778153,150807.4261,4700.302343,1.3125,1,3,72.1375681
519,0,695.3798946,12,0,17.27311027,1,40.56707556,-105.0778153,150801.5572,4700.306093,1.25,1,3,72.1338179
520,0,688.3182252,14.32348657,0,17.60163042,1,40.56707556,-105.0778152,150794.0516,4700.309843,1.276031566,1,3,72.13006771
521,0,689.1541605,14,0,17.647065,1,40.56707556,-105.0778152,150792.577,4700.313593,1.25,1,3,72.12631752
522,0,693.118985,14.31716084,0,17.647065,1,40.56707556,-105.0778152,150791.9137,4700.317343,1.282254725,1,3,72.12256733
523,0,690.2618731,14.81802869,0,17.647065,1,40.56707556,-105.0778151,150791.585,4700.321093,1.3125,1,3,72.11881713
524,0,699.3775268,14.5,0,18.039222,1,40.56707556,-105.0778151,150792,4700.324844,1.628828548,1,3,72.11506694
525,0,693.3721602,15.5,0,18.039222,1,40.56707556,-105.077815,150792,4700.328594,1.375,1,3,72.11131675
526,0,699.0028383,13.68095578,0,18.039222,1,40.56707556,-105.077815,150792,4700.332344,0.399027028,1,3,72.10756656
527,0,696.8736279,15,0,18.039222,1,40.56707556,-105.0778149,150792,4700.336094,0.5625,1,3,72.10381636
528,0,698.7218995,14,0,18.039222,1,40.56707556,-105.0778149,150792,4700.339844,0.5625,1,3,72.10006617
529,0,700.5927637,12.81995374,0,18.039222,1,40.56707556,-105.0778148,150792,4700.343595,0.526479145,1,3,72.09631598
530,0,702.2490886,12.69698911,0,18.039222,1,40.56707556,-105.0778148,150792,4700.347345,-2.267026725,1,3,72.09256578
531,0,702.8865402,12.79524609,0,18.431379,1,40.56707556,-105.0778148,150792,4700.351095,-5.25,1,3,72.08881559
532,0,707.4110778,11.5,0,18.431379,1,40.56707556,-105.0778147,150792,4700.354845,-5.213400956,1,3,72.0850654
533,0,708,11,0,18.431379,1,40.56707556,-105.0778147,150792,4700.358595,-5.125,1,3,72.08131521
534,0,707.6936989,10.5,0,18.431379,1,40.56707556,-105.0778146,150792,4700.362346,-5.149707071,1,3,72.07756501
535,0,705.8085709,10.5,0,18.431379,1,40.56707556,-105.0778146,150792,4700.366096,-5.0625,1,3,72.07381482
536,0,698.9177178,11,0,18.431379,1,40.56707556,-105.0778145,150792,4700.369846,-5.125,1,3,72.07006463
537,0,700.7427349,11.5,0,18.431379,1,40.56707556,-105.0778145,150792,4700.373596,-5.0625,1,3,72.06631444
538,0,702.0830924,10,0,18.431379,1,40.56707556,-105.0778144,150792,4700.377346,-5.100554134,1,3,72.06256424
539,0,699.6477297,12.22832875,0,18.431379,1,40.56707556,-105.0778144,150792,4700.381097,-5.103342918,1,1,72.05881405
540,0,697.8460406,10.53534294,0,18.25441165,1,40.56707556,-105.0778144,150792,4700.384847,-5.0625,1,1,72.05506386
541,0,704.8538452,9.264444968,0,18.431379,1,40.56707556,-105.0778143,150792,4700.388597,-4.050937905,1,1,72.05131367
542,0,695.7038939,11.51774575,0,18.431379,1,40.56707556,-105.0778143,150792,4700.392347,-2.25,1,1,72.04756347
543,0,700.2344666,11.26978376,0,1.900904516,1,40.56707556,-105.0778142,150792,4700.396097,-4.0625,1,1,72.04381328
544,0.861199888,688.3262253,11.74327706,0,0,1,40.56707556,-105.0778142,150792,4700.399848,-6,1,1,72.04006309
545,1.865778622,672.2389351,12,0.601695055,0,1,40.56707556,-105.0778096,150783.4479,4700.787087,2.668155628,1,2,71.65282376
546,3.500735034,1131.355866,98.92316331,13.333338,0,1,40.56707556,-105.0778,150766.2285,4701.599127,4,1,2,70.84078411
547,6.854772583,1569.89991,91.77824873,14.117652,0,1,40.56707556,-105.0777802,150750.1264,4703.269474,2.9375,1,2,69.17043662
548,10.31936412,2159.916079,129.2991277,14.509809,0,1,40.56707556,-105.0777454,150734.2281,4706.209073,2.790487142,1,2,66.23083767
549,13.44733457,1943.296916,81.5,12.156867,0,1,40.5670754,-105.0776942,150721.1404,4710.538605,2.666043771,2,2,61.90130576
550,15.02737102,1873.267217,29.48180802,0,0,1,40.56707512,-105.0776234,150709.501,4716.51906,4.3125,2,2,55.92085099
551,15.42902337,1452.613821,7.296382853,0,17.254908,1,40.56707484,-105.0775461,150691.5408,4723.042873,3.541267995,4,2,49.39703723
552,13.58505101,1293.086273,-4,0,19.60785,1,40.56707457,-105.0774696,150679.3051,4729.510134,4.4375,4,3,42.92977666
553,11.10738217,1041.583097,-3.378401367,0,20.392164,1,40.56707428,-105.0773959,150668.8866,4735.735623,8.39558489,4,3,36.70428796
554,8.308654684,940.7915624,4.504505859,0,22.745106,1,40.56707417,-105.0773385,150661.2951,4740.577116,8.625,3,3,31.86279422
555,4.398121774,802.1578355,2,0,23.137263,1,40.56707432,-105.0772973,150640.5828,4744.059778,8.375,1,3,28.38013289
556,1.08288127,712.6819686,14.5,0,23.137263,1,40.5670746,-105.0772726,150636.6638,4746.146972,7.4375,1,3,26.29293826
557,0,718.847426,11.80485819,0,25.098048,1,40.56707472,-105.0772648,150651.9273,4746.805143,7.103857625,1,3,25.6347673
558,0,0,-19.5,0,27.058833,1,40.56707472,-105.0772644,150640.8179,4746.839393,7.1875,1,3,25.60051797
559,0,0,-19.28982859,0,6.666669,1,40.56707472,-105.077264,150584.6669,4746.873642,7.1875,1,3,25.56626865
560,0,679.8575723,3.5,0,14.117652,1,40.56707472,-105.0772637,150535.9972,4746.900228,7.9375,1,3,25.53968214
561,0,716.7469438,10.19379348,0,17.67952357,1,40.56707472,-105.0772637,150519.7672,4746.90122,10.375,1,3,25.53869048
562,0,733.3537745,11.27205674,0,19.60785,1,40.56707472,-105.0772637,150515.8839,4746.902212,9.269906044,1,3,25.53769881
563,0,752.1940672,18.18507533,0,19.69249752,1,40.56707472,-105.0772637,150511.6722,4746.903203,8.893660745,1,3,25.53670714
564,0,755.3334671,12.5,0,19.215693,1,40.56707472,-105.0772636,150506.3046,4746.904195,8.6875,1,3,25.53571548
565,0,734.2386787,14.81652248,0,19.60785,1,40.56707472,-105.0772636,150507.4099,4746.905187,8.607344836,1,3,25.53472381
566,0,725.918994,13,0,20.000007,1,40.56707472,-105.0772636,150510.5619,4746.906178,8,1,3,25.53373214
567,0,722.3018063,12.83349963,0,19.215693,1,40.56707472,-105.0772636,150510.4605,4746.90717,7.875,1,3,25.53274048
568,0,712.3267951,13.5,0,19.215693,1,40.56707472,-105.0772636,150510,4746.908162,7.660170046,1,3,25.53174881
569,0,717.8022402,12.32423184,0,19.215693,1,40.56707472,-105.0772636,150509.4419,4746.909153,7.892550904,1,3,25.53075714
570,0,717.8913254,11,0,14.901966,1,40.56707472,-105.0772636,150509,4746.910145,7.9375,1,3,25.52976547
571,0,709.1147865,11,0,16.862751,1,40.56707472,-105.0772636,150509,4746.911137,7.4375,1,3,25.52877381
572,0,706.2486963,11.17343239,0,16.862751,1,40.56707472,-105.0772635,150509,4746.912128,6.9375,1,3,25.52778214
573,0,701.9451394,10.66246344,0,17.254908,1,40.56707472,-105.0772635,150508.4597,4746.91312,8.171311935,1,3,25.52679047
574,0,706.0625224,10.5,0,17.6353107,1,40.56707472,-105.0772635,150508,4746.914112,6.82944224,1,3,25.52579881
575,0,698.8989733,11.66935526,0,17.254908,1,40.56707472,-105.0772635,150508,4746.915103,6.891784653,1,3,25.52480714
576,0,701.85134,11.17054234,0,17.647065,1,40.56707472,-105.0772635,150508,4746.916095,7.0625,1,3,25.52381547
577,0,693.6489616,12.83320453,0,18.823536,1,40.56707472,-105.0772635,150508,4746.917087,7.125,1,3,25.52282381
578,0,705.1429207,11,0,18.94399133,1,40.56707472,-105.0772635,150508,4746.918078,7.25,1,3,25.52183214
579,0,697.9465462,11.66155063,0,19.215693,1,40.56707472,-105.0772635,150508,4746.91907,5.735514019,1,3,25.52084047
580,0,702.3327417,10.84663278,0,19.215693,1,40.56707472,-105.0772635,150508,4746.920062,6.4375,1,3,25.51984881
581,0,695.452481,12.34410518,0,19.215693,1,40.56707472,-105.0772634,150508,4746.921053,6.8125,1,3,25.51885714
582,0,700.433896,11,0,19.215693,1,40.56707472,-105.0772634,150508,4746.922045,6.717639219,1,3,25.51786547
583,0,701.0793413,10.5,0,19.215693,1,40.56707472,-105.0772634,150508,4746.923037,6.75,1,3,25.5168738
584,0,705.3501089,10,0,19.215693,1,40.56707472,-105.0772634,150508,4746.924028,6.8125,1,3,25.51588214
585,0,694.0338482,12,0,19.215693,1,40.56707472,-105.0772634,150508,4746.92502,6.875,1,3,25.51489047
586,0,701.7804477,10.5,0,19.215693,1,40.56707472,-105.0772634,150508,4746.926012,7.363510017,1,3,25.5138988
587,0,700.3077353,11,0,19.215693,1,40.56707472,-105.0772634,150508,4746.927003,7.445309474,1,3,25.51290714
588,0,703.2516447,10.5,0,19.215693,1,40.56707472,-105.0772634,150508,4746.927995,7.4375,1,3,25.51191547
589,0,699.4181441,10.5,0,17.647065,1,40.56707472,-105.0772633,150508,4746.928987,6.797107797,1,3,25.5109238
590,0,694.4755855,12,0,16.862751,1,40.56707472,-105.0772633,150508,4746.929978,5.5,1,3,25.50993214
591,0,703.9132466,10.5,0,17.35570806,1,40.56707472,-105.0772633,150508,4746.93097,4.5625,1,3,25.50894047
592,0,696.5781276,11.5,0,17.647065,1,40.56707472,-105.0772633,150508,4746.931962,5.25,1,3,25.5079488
593,0,699.5980627,11,0,17.647065,1,40.56707472,-105.0772633,150508,4746.932953,6.0625,1,3,25.50695714
594,0,685.3259702,13.59752051,0,18.039222,1,40.56707472,-105.0772633,150508,4746.933945,6.0625,1,3,25.50596547
595,0,669.6395506,17.41417332,0,18.039222,1,40.56707472,-105.0772633,150508,4746.934937,6.123013334,1,3,25.5049738
596,0,666.5908456,20.91828156,0,18.039222,1,40.56707472,-105.0772633,150508,4746.935928,6.125,1,3,25.50398214
597,0,671.4412296,21,0,18.039222,1,40.56707472,-105.0772633,150508,4746.93692,6.125,1,3,25.50299047
598,0,673.1324467,21.5,0,18.039222,1,40.56707472,-105.0772632,150508,4746.937912,6.3125,1,3,25.5019988
599,0,691.8129494,18.93195447,0,18.039222,1,40.56707472,-105.0772632,150508,4746.938903,6.306234771,1,3,25.50100713
600,0,703.4191443,15.5,0,18.039222,1,40.56707472,-105.0772632,150508,4746.939895,6.3125,1,3,25.50001547
601,0,718.2610094,11.13187768,0,18.039222,1,40.56707472,-105.0772632,150508,4746.940887,6.255778265,1,3,25.4990238
602,0,721.8785173,10.5,0,18.039222,1,40.56707472,-105.0772632,150508.5647,4746.941878,6.307088572,1,3,25.49803213
603,0,722.6832688,9,0,18.039222,1,40.56707472,-105.0772632,150509,4746.94287,6.254605711,1,3,25.49704047
604,0,718.6694437,8.5,0,18.039222,1,40.56707472,-105.0772632,150509,4746.943862,6.251641297,1,3,25.4960488
605,0,721.4196706,6.5,0,18.039222,1,40.56707472,-105.0772632,150509,4746.944853,6.1875,1,3,25.49505713
606,0,709.8970221,7.032705061,0,18.039222,1,40.56707472,-105.0772631,150509,4746.945845,6.187795152,1,3,25.49406547
607,0,703.7023176,7.540166488,0,18.039222,1,40.56707472,-105.0772631,150509,4746.946837,6.25,1,3,25.4930738
608,0,705.7818101,7.5,0,18.039222,1,40.56707472,-105.0772631,150509,4746.947828,6.231600686,1,3,25.49208213
609,0,707.897582,7,0,18.25579627,1,40.56707472,-105.0772631,150509,4746.94882,6.1875,1,3,25.49109047
610,0,698.3730711,8.4671978,0,18.039222,1,40.56707472,-105.0772631,150509,4746.949812,6.125,1,3,25.4900988
611,0,702.7064331,7.5,0,18.431379,1,40.56707472,-105.0772631,150509,4746.950803,6.125,1,3,25.48910713
612,0,703.1575642,6.5,0,18.039222,1,40.56707472,-105.0772631,150509,4746.951795,6.125,1,3,25.48811547
613,0,700.3922394,7.5,0,18.039222,1,40.56707472,-105.0772631,150509,4746.952787,6.125,1,3,25.4871238
614,0,699.561984,7,0,18.039222,1,40.56707472,-105.0772631,150509,4746.953778,5.875,1,3,25.48613213
615,0,703.7631992,6.015162602,0,18.039222,1,40.56707472,-105.077263,150509,4746.95477,5.921632791,1,3,25.48514046
616,0,703.2832417,6,0,18.039222,1,40.56707472,-105.077263,150509,4746.955762,5.891841646,1,3,25.4841488
617,0,696.2639931,8,0,18.039222,1,40.56707472,-105.077263,150509,4746.956754,5.8125,1,3,25.48315713
618,0,704.4750036,6,0,18.039222,1,40.56707472,-105.077263,150509,4746.957745,5.82891206,1,3,25.48216546
619,0,701.9285564,8.5,0,18.039222,1,40.56707472,-105.077263,150509,4746.958737,5.827680312,1,3,25.4811738
620,0,697.7580379,8.001721768,0,18.039222,1,40.56707472,-105.077263,150509,4746.959729,5.6875,1,3,25.48018213
621,0,695.450471,9.004614329,0,18.039222,1,40.56707472,-105.077263,150509,4746.96072,5.984216645,1,3,25.47919046
