time_sec,VehicleSpeed_mph,EngineSpeed_rpm,EngineTorque,AccelPedalPos,BrakePedalPos,TurnSignal,Latitude_deg,Longitude_deg,Altitude,Distance,SteerAngle,TransmissionGear,SPaT_signal,SPaT_dist
195,34.04012545,1441.5,62.58088402,12.549024,0,0,40.57523316,-105.0960079,151900.379,2275.120513,4.8125,7,2,67.84924685
196,34.55623487,1459.954778,60.40550438,12.549024,0,0,40.57509776,-105.0960104,151932.7438,2290.177856,4.844579269,7,2,52.79190379
197,34.99859116,1466.917707,56.5,12.549024,0,0,40.57496037,-105.096012,151909.0768,2305.456097,2.467488744,7,2,37.51366273
198,35.1422729,1472.027527,55,12.549024,0,0,40.57481981,-105.0960117,151879.4032,2321.085943,0.719134675,7,2,21.88381645
199,35.56178407,1498.75,69,14.117652,0,0,40.57467893,-105.096013,151908.1387,2336.752421,7.5625,7,2,6.217338657
200,35.72197332,1491.592532,68.61257031,13.725495,0,0,40.57453835,-105.0960146,151880.475,2352.385027,6.032549161,7,2,448.2543518
201,35.90799421,1502.31802,82.5,16.078437,0,0,40.57439635,-105.0960146,151849.1658,2368.174719,3.240011601,7,2,432.4646596
202,36.26340263,1541.963031,86.75281751,16.078437,0,0,40.57425338,-105.0960146,151828.7979,2384.07171,5.094882648,7,2,416.5676688
203,36.31333408,1413.385169,55,12.941181,0,0,40.57410896,-105.0960147,151792.525,2400.130364,4.72023674,7,2,400.5090148
204,36.22398752,1403,40.5,10.980396,0,0,40.57396406,-105.0960149,151817.4601,2416.243253,1.875,7,2,384.3961262
205,35.98899717,1392.595909,41,10.196082,0,0,40.57381987,-105.0960158,151839.0698,2432.276878,5.345356165,7,2,368.3625003
206,35.6807979,1510.448041,37.871282,9.019611,0,0,40.5736766,-105.0960175,151836.011,2448.208299,6.875,7,2,352.4310797
207,35.59387974,1526.913646,36.5,9.019611,0,0,40.57353428,-105.0960194,151806.5717,2464.034507,7.574562372,7,2,336.6048719
208,35.42785592,1516.75,37,9.019611,0,0,40.57339249,-105.0960206,151805.3251,2479.801406,2.824411069,7,2,320.8379725
209,35.25309533,1513.75,37.87194347,9.019611,0,0,40.57325161,-105.096019,151805.1108,2495.467224,1.625,7,2,305.1721551
210,35.1110062,1272.773922,-10.5,0,0,0,40.57311129,-105.0960169,151790.8972,2511.071424,3.1875,7,2,289.5679546
211,34.2138071,1281.153612,-37.8654354,0,0,0,40.57297245,-105.0960162,151816.6794,2526.510298,3.5,7,2,274.1290809
212,33.40647823,1251.903842,-41.5,0,0,0,40.57283514,-105.0960157,151862.9857,2541.778094,4.25,7,2,258.8612852
213,32.57200809,1239.242335,-48.5,0,0,0,40.57270029,-105.0960159,151883.2207,2556.773366,5.346883192,7,2,243.8660125
214,31.46264034,1207.547487,-48.5,0,0,0,40.57257029,-105.0960168,151877.3044,2571.228305,4.431437005,7,2,229.4110733
215,30.9019578,1183.462458,-47,0,0,0,40.57244384,-105.0960178,151898.254,2585.28887,4.5625,7,2,215.3505082
216,30.76600757,1194.333662,53.54083974,11.372553,0,0,40.57231987,-105.0960188,151921.8037,2599.074856,4.4375,7,2,201.5645225
217,31.10952798,1273.77005,111.1562497,14.901966,0,0,40.57219736,-105.0960198,151878.5444,2612.696984,4.619595888,7,2,187.9423948
218,31.82694442,1261.539822,107.5,14.901966,0,0,40.57207344,-105.0960207,151855.2535,2626.476261,11.29434688,7,2,174.1631178
219,32.38808958,1272.398995,114.8360982,16.078437,0,0,40.57194701,-105.0960208,151872.2518,2640.535673,0.125,7,2,160.103706
220,32.8863694,1288.066936,114.5,16.078437,0,0,40.57181787,-105.0960215,151864.678,2654.895693,4.785930335,7,2,145.7436854
221,33.80752297,1473.887073,210.5,23.137263,0,0,40.5716871,-105.0960234,151902.2597,2669.436779,6.875,7,2,131.2025995
222,34.93514876,1446.520839,146.1729689,18.823536,0,0,40.57155306,-105.0960251,151922.7531,2684.341978,3.6875,7,2,116.2974004
223,35.69929484,1413.311048,142,18.823536,0,0,40.57140672,-105.0960259,151914.3316,2700.615353,5,7,2,100.0240257
224,36.17646353,1404.330042,93.58717215,15.294123,0,0,40.57126679,-105.0960264,151915.34,2716.173901,4.1875,7,2,84.46547739
225,36.01268527,1382.319857,-5.278039337,0,0,0,40.57112813,-105.0960271,151890.2051,2731.592919,4.724939302,7,2,69.04645994
226,35.20753933,1346.103612,-26.31786314,0,0,0,40.57098354,-105.0960293,151852.3919,2747.671402,4.536978611,7,2,52.96797695
227,34.91463602,1359.298726,43.30969757,12.156867,0,0,40.57084229,-105.0960311,151812.7646,2763.379304,-2.25,7,2,37.26007446
228,35.04962143,1395.128208,101.3130036,15.68628,0,0,40.57070285,-105.0960335,151830.3651,2778.886572,4.088473382,7,2,21.75280661
229,35.18551165,1376.073699,73.19872695,13.725495,0,0,40.57056305,-105.096038,151882.7605,2794.43596,4.198051319,7,2,6.203418945
230,35.11717042,1485.768348,66.92074138,14.509809,0,0,40.57042336,-105.0960429,151872.6646,2809.973908,7.911586735,7,1,179.200798
231,35.40992307,1543.42856,105.6968344,16.078437,0,0,40.57028342,-105.0960459,151899.9765,2825.537673,4.75,7,1,163.6370334
232,35.83596331,1545.03055,102,16.078437,0,0,40.57013469,-105.0960473,152001.5029,2842.075292,4.461073142,7,1,147.0994146
233,35.90395207,1453.922564,51.94359943,9.411768,0,0,40.56999488,-105.0960484,152096.9279,2857.621835,2.875,7,1,131.5528712
234,35.81501421,1493.181,37.5,9.411768,0,0,40.56985748,-105.0960498,152182.9092,2872.900846,2.25,7,1,116.2738605
235,35.63040599,1481.303922,21.89412507,3.137256,0,0,40.56971555,-105.0960522,152240.7888,2888.683932,4.77483622,7,1,100.4907746
236,35.51321709,1268.914047,-11.93452419,0,0,0,40.56957423,-105.0960556,152195.1306,2904.40066,6.148584913,7,1,84.77404683
237,34.25964044,1294.357744,-31,0,13.333338,0,40.56943377,-105.0960584,152117.3578,2920.020999,7.038316684,7,1,69.15370704
238,31.849009,1192.211262,-42,0,23.921577,0,40.56929773,-105.0960596,152061.2958,2935.148108,4.148414411,7,1,54.02659853
239,27.32505461,1050.60547,-46.5,0,23.137263,0,40.56917164,-105.0960599,152002.2324,2949.16931,4.25,7,1,40.00539645
240,24.98402563,1443.898029,-12.20237613,0,0,0,40.56906019,-105.0960602,152017.1165,2961.56178,5.437551916,6,1,27.61292673
241,23.28943029,1300.840993,-19,0,17.30367538,1,40.56895991,-105.0960604,152093.8987,2972.712467,19.55394294,6,1,16.46223965
242,22.46371215,1358.340089,58.53570634,10.588239,0,0,40.56886622,-105.096058,152120.1299,2983.134762,25.20801209,6,1,6.039943891
243,22.64178777,1348.037482,84.95704656,0,0,0,40.56877665,-105.0960468,152120.2558,2993.148909,-14.08270113,6,1,167.2319274
244,21.51211488,1197.313114,0.5,0,18.039222,0,40.56868816,-105.0960329,152132.8722,3003.059409,-16.8556713,6,1,157.3214267
245,19.96008635,1482.071425,-12.5,0,0,0,40.56860228,-105.0960252,152111.0969,3012.635362,-5.227225622,5,1,147.7454736
246,19.22294643,1404.11574,-17.99539614,0,7.646402591,1,40.5685216,-105.0960232,152121.4806,3021.609491,2.644384878,5,1,138.7713451
247,18.69907235,1348.380412,-15.5,0,0.784314,1,40.56844485,-105.0960234,152166.4146,3030.143633,4.1875,5,1,130.237203
248,18.32064593,1336.367513,-16.26192444,0,0.246105987,1,40.56837024,-105.0960239,152188.0677,3038.440061,5.524266367,5,1,121.9407751
249,18.25476557,1504,88.72853123,15.68628,0,1,40.56829455,-105.0960243,152157.0775,3046.855616,3.956368637,5,1,113.5252197
250,20.35025847,1664.597331,126.4594006,16.470594,0,1,40.56822044,-105.0960244,152136.8252,3055.097272,5.703973382,5,1,105.2835639
251,21.49556177,1602.665261,5.284994398,0,0.24187247,1,40.56814195,-105.0960246,152126.7877,3063.823991,3.9375,5,1,96.55684471
252,21.51514966,1607.548716,-11,0,9.680068967,1,40.56805741,-105.0960247,152148.5662,3073.225123,3.192912439,5,1,87.15571333
253,20.5244344,1511.247135,-19.5,0,18.823536,1,40.56797191,-105.0960249,152143.8616,3082.731528,0.75,5,1,77.64930779
254,18.20440266,1349.127358,-10.20108209,0,21.10537393,1,40.56789042,-105.0960255,152118.8058,3091.793635,2.109290526,5,1,68.58720103
255,16.02910161,1177.5,-13.21022186,0,20.784321,1,40.56781708,-105.0960266,152111.1648,3099.948654,3.9375,5,2,60.43218187
256,13.30054039,1210.556522,-3.5,0,20.784321,1,40.56775325,-105.0960278,152054.2936,3107.04751,4.375,4,2,53.33332635
257,10.62237217,969.4815908,-4.314444115,0,21.960792,1,40.56769985,-105.0960288,152020.4832,3112.98572,7,4,2,47.39511654
258,6.769061322,877.0585796,-1.784601571,0,24.313734,1,40.56765742,-105.0960295,152020.5861,3117.703914,7,3,2,42.67692164
259,3.2824329,738.3105384,10.5,0,21.176478,1,40.56762866,-105.0960299,151992.5675,3120.902608,4.579623387,1,2,39.47822836
260,1.592847104,694.4230626,18,0,18.431379,1,40.56761324,-105.09603,152008.316,3122.61658,4.080323972,1,2,37.76425651
261,0.515178153,712.2762879,15.80538197,0,18.823536,1,40.56760603,-105.09603,152043.9715,3123.418989,4,1,2,36.96184669
262,0.125397145,716.4146406,14.1931438,0,8.785472152,1,40.56760296,-105.0960301,152027.633,3123.760619,4,1,2,36.62021744
263,1.008632924,700.9157934,13.36103134,0,14.901966,1,40.567601,-105.0960303,152033.3966,3123.979638,4.598174574,1,2,36.40119815
264,0.427607469,707.0117181,13.5,0,16.862751,1,40.56759819,-105.0960303,152081.6767,3124.29218,4.70330411,1,2,36.08865655
265,0,718.5488288,12.5,0,17.39904917,1,40.5675962,-105.0960303,152075.4955,3124.513156,4.672923625,1,2,35.86767971
266,0,298.3112777,-22.5,0,7.058826,1,40.56759569,-105.0960303,152037.4161,3124.569323,4.608855095,1,2,35.81151346
267,0.871680286,746.3963562,8.32596358,0,7.058826,1,40.56759476,-105.0960303,152017.1075,3124.672784,4.641354595,1,2,35.70805229
268,0.494476745,734.5532799,10.33675453,0,13.725495,1,40.56759249,-105.0960303,152010.6442,3124.925397,4.5625,1,2,35.45543864
269,0,703,15.5,0,14.117652,1,40.56759082,-105.0960303,152012.5435,3125.111231,4.5,1,2,35.26960508
270,0,690.1570656,18.5,0,14.117652,1,40.56759051,-105.0960303,151982.1387,3125.146013,4.5,1,2,35.23482302
271,0.150993343,706.9987646,13.63633721,0,0.392157,1,40.5675902,-105.0960303,151932.6174,3125.180795,4.5625,1,2,35.20004096
272,0.429582214,688.252887,14.63637744,0,14.117652,1,40.56758891,-105.0960303,151904.828,3125.323258,4.5625,1,2,35.05757821
273,0,706.4753572,12.5,0,15.294123,1,40.56758727,-105.0960303,151892.5506,3125.506153,4.01447348,1,2,34.87468339
274,0,698.3228118,14,0,15.68628,1,40.56758688,-105.0960303,151889.6371,3125.549777,3.927050099,1,2,34.83105948
275,0.436235249,687.5882472,14.12991785,0,0,1,40.56758648,-105.0960303,151900.791,3125.593401,5.11160447,1,2,34.78743557
276,1.415394362,676.6732962,15.5,0,0,1,40.56758454,-105.0960303,151915.0177,3125.810007,6.195673433,1,2,34.57082871
277,2.240814482,678.156862,13.5,0,0,1,40.56757906,-105.0960304,151932.0575,3126.419036,3.8125,1,3,33.96180024
278,2.921050608,689.0821551,10.1244582,0,8.84833824,1,40.56757033,-105.0960306,151956.1898,3127.389854,3.625,1,3,32.99098179
279,2.159955452,685.139065,17.77001665,0,17.39797629,1,40.56755973,-105.0960307,151968.5458,3128.568888,2.675426341,1,3,31.81194807
280,0.786957563,711.8243476,13.12890157,0,18.431379,1,40.56755122,-105.0960308,151969.5435,3129.515345,1.0625,1,3,30.86549123
281,0,722.6450321,11.62800212,0,18.823536,1,40.56754776,-105.0960308,151978.6816,3129.900172,1.111664233,1,3,30.48066414
282,0,714.9442467,12.5,0,19.14633263,1,40.56754771,-105.0960308,151990.3366,3129.905559,1.075190092,1,3,30.47527668
283,0,707.3266388,11.75396955,0,19.215693,1,40.56754766,-105.0960308,151991.8349,3129.910947,1.375,1,3,30.46988922
284,0,710.5726097,11.5,0,19.215693,1,40.56754761,-105.0960308,151988.9168,3129.916334,1.3125,1,3,30.46450177
285,0,712.3529005,11.37910141,0,19.215693,1,40.56754756,-105.0960308,151986.9067,3129.921722,1.3125,1,3,30.45911431
286,0,706.5406434,11.5,0,19.60785,1,40.56754752,-105.0960308,151985.456,3129.927109,1.3125,1,3,30.45372685
287,0,700.7896758,12.5,0,19.60785,1,40.56754747,-105.0960308,151985,3129.932497,1.3125,1,3,30.44833939
288,0,707.6819328,10.5,0,19.60785,1,40.56754742,-105.0960308,151985,3129.937884,1.1875,1,3,30.44295194
289,0,700.9741195,12.5,0,19.60785,1,40.56754737,-105.0960308,151985.5467,3129.943272,1.259736535,1,3,30.43756448
290,0,706.941949,11,0,20.000007,1,40.56754732,-105.0960308,151986,3129.948659,1.375,1,3,30.43217702
291,0,700.3734794,12,0,20.000007,1,40.56754727,-105.0960308,151986,3129.954047,1.375,1,3,30.42678956
292,0,704.707335,11.85208213,0,20.000007,1,40.56754722,-105.0960308,151986,3129.959434,1.631538365,1,3,30.42140211
293,0,694.934806,12.5,0,20.000007,1,40.56754718,-105.0960308,151986,3129.964821,1.68151583,1,3,30.41601465
294,0,702.0571921,11.07362494,0,20.000007,1,40.56754713,-105.0960308,151986,3129.970209,1.61877997,1,3,30.41062719
295,0,699.1396131,12,0,20.000007,1,40.56754708,-105.0960308,151986,3129.975596,1.57395839,1,3,30.40523973
296,0,699.1968311,12.5,0,20.000007,1,40.56754703,-105.0960308,151986,3129.980984,1.6875,1,3,30.39985228
297,0,701.910743,11.05278342,0,20.000007,1,40.56754698,-105.0960308,151986,3129.986371,1.75,1,3,30.39446482
298,0,700.1561043,11.5,0,20.000007,1,40.56754693,-105.0960308,151986,3129.991759,1.689605155,1,3,30.38907736
299,0,691.8562301,13.5,0,8.591676714,1,40.56754689,-105.0960308,151986,3129.997146,1.375,1,3,30.3836899
300,0,698.1750369,11.56274289,0,16.078437,1,40.56754635,-105.0960308,151984.9144,3130.056467,1.311843658,1,3,30.3243693
301,0,700.4288507,11.5,0,18.039222,1,40.5675458,-105.0960308,151983.4555,3130.118343,1.691099785,1,3,30.26249265
302,0,710.2160548,10.5,0,13.725495,1,40.56754554,-105.0960308,151976.4552,3130.14712,1.875,1,3,30.23371564
303,0.012539562,695.3948883,12.5,0,15.294123,1,40.56754528,-105.0960308,151966.0657,3130.175897,1.071458412,1,3,30.20493864
304,0,704.7086852,10.5,0,15.68628,1,40.56754505,-105.0960308,151964.7231,3130.201669,1.1875,1,3,30.17916664
305,0,697.061703,12,0,16.078437,1,40.56754495,-105.0960308,151967,3130.211947,-0.141445245,1,3,30.16888917
306,0,702.6204833,11.5,0,16.470594,1,40.56754486,-105.0960308,151967,3130.222224,-0.0625,1,3,30.1586117
307,0,692.9715791,13.00387841,0,16.470594,1,40.56754477,-105.0960308,151969.1625,3130.232502,-0.050824426,1,3,30.14833423
308,0,655.2820399,21.50560363,0,16.862751,1,40.56754468,-105.0960308,151968.3039,3130.242779,0.08530995,1,3,30.13805676
309,0,651.8848649,26.50311355,0,17.254908,1,40.56754458,-105.0960308,151965.4583,3130.253057,-0.0625,1,3,30.1277793
310,0,669.487608,22.5,0,17.254908,1,40.56754449,-105.0960308,151964.4632,3130.263334,-0.125,1,3,30.11750183
311,0,679.6231616,22.5,0,17.647065,1,40.5675444,-105.0960308,151964,3130.273612,0,1,3,30.10722436
312,0,690.0794825,20.50376109,0,17.647065,1,40.56754431,-105.0960308,151964,3130.283889,0.125,1,3,30.09694689
313,0.422590555,702.216031,19.4882502,0,10.588239,1,40.56754421,-105.0960308,151964,3130.294167,0.176878473,1,3,30.08666942
314,0.820370626,707.9109598,15.50374162,0,11.76471,1,40.56754307,-105.0960308,151969.4134,3130.421007,0.009514977,1,3,29.95982896
315,0.71187566,713.6380591,13.5,0,15.68628,1,40.56753998,-105.096031,151975.6266,3130.765182,0.114844702,1,3,29.61565444
316,0,734.827823,9.490777486,0,17.254908,1,40.56753744,-105.0960311,151986.2318,3131.048308,0.114907018,1,3,29.33252827
317,0,726.1660464,10.5,0,17.647065,1,40.56753683,-105.0960311,152001.6206,3131.115968,0.105540466,1,3,29.26486777
318,0,725.4257427,9.5,0,17.647065,1,40.56753663,-105.0960311,152015.0879,3131.138472,0.0625,1,3,29.24236443
319,0,722.1886116,8.477757476,0,17.647065,1,40.56753643,-105.0960311,152027.011,3131.160975,0,1,3,29.21986108
320,0,719.3511296,7.5,0,14.03332505,1,40.56753622,-105.0960311,152038.5553,3131.183478,0.51787843,1,3,29.19735774
321,0.55211012,709.2845997,8.5,0,8.627454,1,40.56753576,-105.0960311,152047.7954,3131.235304,0.740884025,1,3,29.14553233
322,0.264460702,708.2587073,8,0,12.156867,1,40.56753393,-105.0960311,152054.7891,3131.438605,0.758783755,1,3,28.94223113
323,0,711.4425617,7.517756191,0,15.294123,1,40.56753333,-105.0960311,152054.1943,3131.50551,0.75879151,1,3,28.8753261
324,0,701.5289391,9.5,0,17.254908,1,40.56753326,-105.0960311,152051.6011,3131.512693,0.866568507,1,3,28.86814284
325,0,701.0013549,8.458883135,0,17.254908,1,40.5675332,-105.0960311,152052.5844,3131.519876,0.875,1,3,28.86095958
326,0,693.75,9.942829754,0,17.647065,1,40.56753313,-105.0960311,152053.5363,3131.52706,0.867106727,1,3,28.85377633
327,0,702.7944735,7.031952102,0,17.647065,1,40.56753307,-105.0960311,152054,3131.534243,0.9375,1,3,28.84659307
328,0,704.721361,8.572054833,0,17.647065,1,40.567533,-105.0960311,152054,3131.541426,0.945910188,1,3,28.83940981
329,0,694.4589623,9.923116654,0,18.039222,1,40.56753294,-105.0960311,152054,3131.54861,0.945579575,1,3,28.83222655
330,0,697.9764903,10.04249181,0,18.039222,1,40.56753287,-105.0960311,152054,3131.555793,0.9375,1,3,28.82504329
331,0,690.75,10.5,0,18.039222,1,40.56753281,-105.0960311,152054,3131.562976,0.993359295,1,3,28.81786004
332,0,694.6943631,9.926784058,0,18.039222,1,40.56753275,-105.0960311,152054,3131.570159,0.945073186,1,3,28.81067678
333,0,689.3105917,11.5,0,18.039222,1,40.56753268,-105.0960311,152054,3131.577343,0.882347642,1,3,28.80349352
334,0,689.540873,11.5,0,18.039222,1,40.56753262,-105.0960311,152054,3131.584526,0.9375,1,3,28.79631026
335,0,688,12,0,18.039222,1,40.56753255,-105.0960311,152054,3131.591709,0,1,3,28.789127
336,0,687.3343869,13,0,7.360039557,1,40.56753249,-105.0960311,152054,3131.598892,-0.055931937,1,3,28.78194374
337,1.137615613,1047.048757,77.79410782,12.86043894,0,1,40.56753164,-105.0960311,152054,3131.692893,-0.574126886,1,3,28.68794292
338,5.474185053,1630.404102,114.8517852,17.647065,0,1,40.56752542,-105.0960311,152051.2718,3132.385245,-3.744613855,1,3,27.99559118
339,10.36654303,2180.390041,143.3722889,16.57075957,0,1,40.56750485,-105.0960314,152052.2808,3134.672569,1.613985076,1,3,25.70826728
340,13.02364879,2212.834087,31.25654969,9.019611,0,1,40.56746628,-105.0960321,152054.4522,3138.961201,17.58475478,1,3,21.41963458
341,14.28175602,1789.657648,-3.758480336,0,0,1,40.56741529,-105.096032,152054,3144.631647,63.98918924,2,3,15.74918936
342,14.58436356,1384.23746,12.62272546,0,0,1,40.5673598,-105.0960259,152055.089,3150.834268,96.56679035,4,3,9.546567722
343,14.23499578,1345.206862,-3.878119177,0,0,1,40.56730497,-105.0960066,152047.9225,3157.17488,113.4950932,4,3,3.205956228
344,14.96546092,1611.664002,142.4800224,17.647065,0,1,40.56725344,-105.0959692,152035.2432,3163.764535,140.3826858,4,3,766.3608937
345,17.35664832,1770.553854,147.5,19.215693,0,1,40.56721386,-105.0959126,152021.9044,3170.32535,142.9889984,4,3,759.8000789
346,20.64014682,2021.544234,196,25.882362,0,0.376412497,40.56718992,-105.0958332,151998.8135,3177.639602,70.85500384,4,3,752.4858261
347,24.12864129,2309.184945,181,26.274519,0,0,40.56718371,-105.0957287,151965.0949,3186.547647,4.69276983,4,3,743.5777813
348,27.22816443,2441.648612,159.6386385,26.666676,0,0,40.56718746,-105.0956049,151928.609,3197.014114,4.121149796,4,3,733.1113148
349,29.91040794,2255.885917,192.5,27.058833,0,0,40.5671923,-105.0954654,151923.8479,3208.811821,3.678821297,5,3,721.3136072
350,32.57540584,2443.034445,166.9386071,24.313734,0,0,40.56719703,-105.0953112,151941.0037,3221.848191,4.0625,5,3,708.2772371
351,33.81793158,2440.929444,65.64382587,18.431379,0,0,40.56720169,-105.0951338,151905.1064,3236.839145,6.253239576,5,3,693.2862833
352,34.68833554,2012.427127,102,18.431379,0,0,40.5672061,-105.0949609,151845.636,3251.454087,7.816872766,6,3,678.6713418
353,35.51684811,2045.235289,99,18.823536,0,0,40.5672114,-105.0947878,151813.9014,3266.090064,7.431910173,6,3,664.035365
354,35.97322449,1524.054467,108.3414608,18.823536,0,0,40.56721274,-105.0946015,151780.1388,3281.829146,5.25,7,3,648.296283
355,36.3502035,1410.030945,80,15.68628,0,0,40.56721544,-105.0944175,151733.1289,3297.38369,0.186057297,7,3,632.7417384
356,36.66897171,1424.440556,77.65729026,14.509809,0,0,40.56722061,-105.0942324,151690.3532,3313.024483,0.751212913,7,3,617.1009455
357,36.89390313,1549.118624,70.82380477,14.509809,0,0,40.56722357,-105.094042,151681.1524,3329.117792,3.437950677,7,3,601.0076368
358,37.16144061,1571.18903,53.5,13.333338,0,0,40.5672249,-105.09385,151710.4434,3345.33651,2.8125,7,3,584.7889183
359,37.30334803,1566.048998,31,9.803925,0,0,40.56722528,-105.0936567,151709.1446,3361.660737,3.625,7,3,568.4646915
360,37.30919709,1522.605333,19.33007184,0,0,0,40.56722209,-105.093463,151704.8213,3378.027615,4,7,3,552.0978135
361,37.09035793,1436.026026,-15,0,0,0,40.56721868,-105.0932681,151701.8977,3394.495846,4.751365401,7,3,535.6295825
362,36.51272853,1400.23248,-39.5,0,0.784314,0,40.56721744,-105.0930752,151654.5313,3410.795887,4,7,3,519.3295415
363,35.73081715,1361.994758,-45,0,13.333338,0,40.56721649,-105.092885,151617.0732,3426.862213,3.9375,7,3,503.2632151
364,34.81100441,1334.127941,-44.5,0,1.880618379,0,40.56721533,-105.0926962,151547.2398,3442.805759,3.751630793,7,3,487.3196697
365,33.46324504,1270.683137,-44,0,15.294123,0,40.56721394,-105.0925157,151502.0052,3458.057682,3.438025113,7,3,472.0677463
366,32.46714998,1241.714793,-43,0,7.080226543,0,40.56721241,-105.0923416,151520.9141,3472.765677,4.5,7,3,457.3597519
367,31.72838039,1209.75,-43,0,13.333338,0,40.5672109,-105.0921724,151568.533,3487.052239,4.625070709,7,3,443.0731897
368,29.31363706,1107.836204,-42.5,0,22.745106,0,40.56720952,-105.0920085,151579.1371,3500.903176,2.812523059,7,3,429.2222522
369,24.70193829,1183.309054,-42,0,25.882362,0,40.56720828,-105.0918557,151575.9279,3513.811535,3.938821663,6,3,416.3138931
370,18.90519869,1323.929453,-42,0,28.627461,0,40.56720732,-105.0917256,151617.8611,3524.797503,2.68648816,5,3,405.327925
371,13.13242081,998.8979491,-6.802665227,0,25.098048,0,40.56720664,-105.0916244,151676.6262,3533.342892,4.875,5,3,396.7825366
372,10.30602709,1026.030679,25.70280452,13.725495,0,2,40.56720624,-105.0915508,151714.1194,3539.558658,-9.055526144,4,3,390.5667703
373,12.29050012,2093.997969,172.5,23.921577,0,2,40.5672055,-105.0914923,151682.3904,3544.501157,-17.00189096,3,3,385.6242719
374,17.08049617,2299.454771,171.2185496,23.921577,0,2,40.56720288,-105.0914275,151645.3202,3549.987882,-13.50467484,3,3,380.1375465
375,20.99774688,2517.907094,157.71887,25.490205,0,2,40.56719654,-105.0913416,151649.4808,3557.278585,7.995880305,3,3,372.8468436
376,24.85895222,2481.602707,178,25.882362,0,2,40.56718285,-105.0912326,151661.4574,3566.61277,24.3108779,4,3,363.512659
377,27.99002125,2264.049892,138,25.882362,0,0.329275883,40.56717048,-105.0911051,151645.5677,3577.493775,8.751791891,4,3,352.6316534
378,31.00761336,2324.348107,172.7446244,25.68206736,0,0.662057917,40.56716497,-105.0909605,151599.6438,3589.721486,12.25766071,5,3,340.4039426
379,33.24340614,2358.838834,99,22.745106,0,1,40.56716439,-105.090801,151556.7218,3603.195407,7.189824217,5,3,326.9300214
380,35.25148261,2058.529164,185.9717352,25.490205,0,0.35144322,40.56716754,-105.0906298,151507.8379,3617.664221,7.129126664,6,3,312.4612077
381,37.31194027,2101.906559,148.2414056,23.52942,0,0,40.56717216,-105.0904468,151471.3925,3633.128644,6.6875,6,3,296.9967849
382,38.97676822,1993.947804,78.5,22.352949,0,0,40.56717779,-105.0902529,151471.5844,3649.518735,4.502662419,6,3,280.6066937
383,40.00075813,1553.997119,123.2433092,19.60785,0,0,40.56718086,-105.0900514,151462.8196,3666.55014,0.875,7,3,263.5752887
384,40.67725232,1576.219652,64.74412358,14.509809,0,0,40.56718386,-105.0898431,151473.8923,3684.145062,3.005712387,7,3,245.9803662
385,41.14213462,1714.959557,54,14.117652,0,0,40.56718779,-105.0896314,151469.0317,3702.036107,3.940634984,7,3,228.0893214
386,41.4235609,1673.89761,1,0,0,0,40.56718993,-105.0894178,151380.1458,3720.078933,2.489820934,7,3,210.0464952
387,41.15702079,1594.323685,-18.95004831,0,0,0,40.56718781,-105.0892036,151331.1059,3738.178945,3.875,7,3,191.9464834
388,40.98212909,1643.439792,20.5,8.627454,0,0,40.56718495,-105.0889895,151352.5694,3756.263869,3.5625,7,3,173.8615595
389,40.82640739,1581.854745,33,8.627454,0,0,40.56718322,-105.0887761,151332.3917,3774.288783,4.308676023,7,3,155.8366458
390,40.68987204,1577.912687,30.5,5.490198,0,0,40.56717886,-105.0885634,151305.5429,3792.266131,4.308577586,7,3,137.8592979
391,40.72443688,1577.083254,17.25564048,3.137256,0,0,40.56717459,-105.088351,151256.2662,3810.210875,2.5,7,3,119.914553
392,40.64392606,1618.354893,3.274857372,0,0,0,40.5671715,-105.088139,151231.7397,3828.12283,4.0625,7,3,102.0025987
393,40.39132949,1566.75,-18.5,0,0,0,40.56716586,-105.087926,151243.2052,3846.125107,4.441945514,7,3,84.00032121
394,39.79890791,1632.268627,27,7.450983,0,0,40.56716003,-105.0877151,151273.7802,3863.953023,9.682336825,7,3,66.17240587
395,39.76591844,1537.546532,-17,0,0,0,40.56715592,-105.0875078,151331.2618,3881.472516,6.192528497,7,3,48.65291227
396,39.41391351,1532.670779,19.72538296,5.882355,0,0,40.5671528,-105.0873015,151304.7462,3898.898019,6.255251505,7,3,31.22740924
397,39.13832124,1519.61816,31.5,6.274512,0,0,40.56715045,-105.0870957,151262.0731,3916.282339,6.005729391,7,3,13.84308999
398,39.09549022,1516.680118,34,8.627454,0,0,40.56714838,-105.086891,151251.1594,3933.573618,7.295598539,7,3,266.2171158
399,38.87344574,1508.734612,36,9.803925,0,0,40.56714506,-105.0866861,151229.111,3950.889078,5,7,3,248.9016556
400,38.9367218,1630.130171,36.22044744,7.058826,0,0,40.56714229,-105.0864817,151180.0282,3968.158239,4.619063278,7,3,231.6324946
401,38.84856692,1625.75,28,6.666669,0,0,40.56714075,-105.0862787,151143.207,3985.309474,4.431520334,7,3,214.4812602
402,38.74688862,1627.49619,27.5,7.058826,0,0,40.56713878,-105.086076,151177.0118,4002.433086,3.818601986,7,3,197.3576476
403,38.82126721,1636.652029,34.5,9.019611,0,0,40.56713625,-105.0858735,151203.641,4019.539091,5.042970824,7,3,180.251643
404,38.87719872,1635.630576,34,8.860436119,0,0,40.56713255,-105.0856699,151211.9899,4036.741007,5.299053508,7,3,163.0497274
